AadhaarNumber,Name,DateOfBirth,Gender,City,State,PhoneNumber,Email
6.68662E+11,Advika Bhandari,28-11-1935,Other,Tiruchirappalli,Manipur,898352256,chakrabortykiaan@dugal.com
6.40702E+11,Adah Choudhary,16-12-1930,Male,Dewas,Himachal Pradesh,3355745929,gokhalebadal@yahoo.com
3.50241E+11,Aayush Verma,13-04-1945,Male,Orai,Jharkhand,3068950986,shloksamra@walia.com
5.27069E+11,Rhea Tara,11-04-1970,Other,Imphal,Sikkim,4618244148,kauralia@bhattacharyya.com
4.82646E+11,Advik Mangal,11-02-2000,Other,Naihati,Gujarat,5696216153,ghoseshray@garg-sen.org
6.64631E+11,Trisha Karnik,15-11-2002,Female,Khandwa,Nagaland,9342403117,raghav15@hotmail.com
3.75284E+11,Kimaya Chandran,09-07-1994,Other,Sonipat,Odisha,9.11171E+11,anvi60@bhattacharyya.info
9.62734E+11,Saira Deo,12-12-1977,Male,Phagwara,Punjab,6548883495,onkarbose@doshi.com
9.74443E+11,Kiara Sheth,15-07-1925,Other,Tiruppur,Bihar,9.14186E+11,dishaniraja@gill.com
4.77039E+11,Ayesha Kala,02-12-2008,Female,Srikakulam,Odisha,5250846497,nishith00@hotmail.com
2.63298E+11,Divyansh Hayer,14-06-1950,Female,Bidar,Jharkhand,7865930119,wkaur@varty.com
5.85149E+11,Sana Maharaj,23-01-2016,Male,Chinsurah,Punjab,7686951553,laddamini@gmail.com
8.63614E+11,Indrans Karan,15-11-1974,Other,Gulbarga,Rajasthan,9.14467E+11,ychada@kaul.net
8.2832E+11,Dhanush Balakrishnan,17-09-1991,Other,Unnao,Sikkim,8861359789,jhaverishray@gmail.com
1.9114E+11,Nirvi Maharaj,16-07-2001,Male,Vadodara,Karnataka,9053716662,riaandatta@atwal.com
6.18472E+11,Sara Ravi,20-12-1998,Male,Rajpur Sonarpur,Punjab,1029113002,wthakkar@hotmail.com
1.1061E+11,Adah Kumar,04-12-1991,Other,Gopalpur,Sikkim,656951127,kiaan70@hotmail.com
1.08626E+11,Zara Kade,06-01-1981,Male,Bokaro,Sikkim,9.16887E+11,uthkarsh56@yahoo.com
3.18834E+11,Emir Doshi,13-07-1929,Male,Sambhal,Meghalaya,7343756014,shalv22@bali.com
2.97313E+11,Shayak Sibal,13-09-1978,Female,Mira-Bhayandar,Madhya Pradesh,5603365469,siya31@swaminathan-chaudry.com
9.3325E+11,Pihu Behl,19-06-1969,Male,Ichalkaranji,West Bengal,9.19599E+11,bloyal@mahal.com
1.26533E+11,Zoya Sundaram,01-07-2000,Other,Ulhasnagar,Uttarakhand,8628552657,dararania@yahoo.com
5.16478E+11,Vardaniya Thaman,02-07-2009,Male,Firozabad,Manipur,3212067611,heer74@hotmail.com
1.93118E+11,Priyansh Lad,10-10-1956,Other,Jodhpur,Assam,9.11937E+11,mahajandhanuk@hotmail.com
3.80919E+11,Stuvan Garg,12-11-1971,Other,Mahbubnagar,Punjab,9.18309E+11,krish15@mangal.org
7.57952E+11,Mahika Mangat,01-06-2018,Male,Bidar,Mizoram,5842508748,kashyaphrishita@sarma.com
5.92374E+11,Nishith Acharya,21-11-1943,Female,Sonipat,Rajasthan,9.16651E+11,uthkarshbatra@chawla.net
3.82272E+11,Suhana Borde,23-12-2006,Other,Dewas,Meghalaya,9.1269E+11,myrasunder@dora.net
9.28648E+11,Nitya Garde,12-07-1977,Male,Guntur,Chhattisgarh,1424949797,hanne@gmail.com
3.79124E+11,Ela Behl,09-01-1973,Male,Tinsukia,Himachal Pradesh,7009135291,nakuldeo@gmail.com
2.62705E+11,Lakshit Kulkarni,19-04-1968,Male,Visakhapatnam,Chhattisgarh,5646594451,mannjayant@hotmail.com
8.60167E+11,Anya Choudhury,16-07-2011,Female,Meerut,Nagaland,4389664657,saniindranil@yahoo.com
8.2122E+11,Dhanuk Master,26-09-1938,Male,Durg,Haryana,8322722124,ivana53@yahoo.com
82775008283,Ranbir Edwin,08-06-1985,Male,Chandrapur,Himachal Pradesh,6721770855,ramaswamydivij@yahoo.com
2.9789E+11,Zaina Lal,06-12-1976,Female,Dharmavaram,Chhattisgarh,6595876345,yakshit75@chacko.biz
3.56133E+11,Zara Deshpande,05-11-1960,Other,Satna,Maharashtra,827350775,dlanka@gmail.com
4.59763E+11,Shlok Iyer,18-12-1933,Female,Nizamabad,Chhattisgarh,9588015538,tsubramanian@hotmail.com
6.81823E+11,Vanya Warrior,24-04-1965,Female,Gurgaon,Andhra Pradesh,7948605944,kabir62@hotmail.com
1.84962E+11,Kismat Setty,10-07-1986,Female,Begusarai,Jharkhand,2730775380,syogi@kumer-kapoor.com
36940703767,Renee Virk,14-03-1932,Male,Faridabad,Himachal Pradesh,1948092084,ritvikkara@gmail.com
6.9571E+11,Gokul Kashyap,15-06-1970,Other,Nashik,Sikkim,3081543475,osrivastava@yahoo.com
27794882928,Ishaan Sharaf,15-03-1932,Female,Chandrapur,Tamil Nadu,3666505408,ranbirwali@rao.com
8.46471E+11,Rati Sami,26-11-1936,Male,Parbhani,Madhya Pradesh,7403253235,jayanbath@gmail.com
4.66788E+11,Aayush Bhatti,12-03-1977,Other,Bidhannagar,Andhra Pradesh,9.11266E+11,wkaur@yahoo.com
4.68617E+11,Shalv Mammen,22-11-1984,Female,Nadiad,Assam,1392090560,ldara@badami.org
2.82043E+11,Aarav Chakrabarti,03-05-1963,Other,Haldia,Mizoram,7979967942,wyohannan@yahoo.com
7.79076E+11,Ayesha Choudhry,18-02-2004,Female,Medininagar,Assam,6536152206,nirvikamdar@dasgupta-batta.biz
7.11711E+11,Nakul Sathe,08-12-1987,Male,Bhavnagar,Andhra Pradesh,9.19246E+11,hrishitavarughese@yahoo.com
64010502200,Shray Madan,05-05-1929,Female,Thiruvananthapuram,Uttar Pradesh,8794052752,ojasgara@yahoo.com
6.52951E+11,Yakshit Batra,16-01-1999,Female,Tenali,Arunachal Pradesh,9.1069E+11,amira27@shetty.com
1.45415E+11,Hiran Rao,20-04-2010,Male,Mango,Manipur,3193409208,samiha75@hotmail.com
3.89816E+11,Seher Gara,18-07-1949,Other,Bhagalpur,Tripura,9.11795E+11,crana@hotmail.com
3.49317E+11,Zeeshan D’Alia,12-09-1992,Other,Bally,Uttarakhand,7650149764,dhruv88@devi.com
7.99911E+11,Vivaan Master,29-03-1997,Other,Panchkula,Karnataka,8048619342,mishtibora@yahoo.com
